Age,Gender,Income_Level,Travel_Companion,Activity_Level,Budget,Target_Destination
37,Male,Low,Solo,4,Luxury,Party/Nightlife
28,Female,Low,Solo,3,Economical,Cultural/Historical
32,Female,Medium,Solo,2,Mid-range,Relaxation/Beach
49,Male,High,Family,5,Economical,Cultural/Historical
45,Female,Medium,Solo,1,Mid-range,Relaxation/Beach
39,Male,Medium,Family,3,Mid-range,Cultural/Historical
58,Female,High,Group,2,Luxury,Cultural/Historical
34,Male,High,Solo,2,Mid-range,Relaxation/Beach
43,Male,Low,Family,1,Mid-range,Relaxation/Beach
61,Female,High,Solo,1,Economical,Cultural/Historical
24,Female,Medium,Solo,4,Mid-range,Adventure/Nature
59,Other,Low,Family,4,Economical,Party/Nightlife
43,Female,Low,Group,1,Luxury,Relaxation/Beach
42,Male,Medium,Family,1,Economical,Cultural/Historical
27,Male,Medium,Solo,3,Mid-range,Cultural/Historical
62,Male,Low,Family,4,Mid-range,Cultural/Historical
36,Female,Low,Solo,2,Mid-range,Relaxation/Beach
28,Male,High,Solo,4,Mid-range,Adventure/Nature
30,Other,High,Family,4,Economical,Adventure/Nature
25,Male,High,Solo,1,Economical,Party/Nightlife
57,Male,Low,Family,1,Luxury,Relaxation/Beach
21,Male,Low,Family,4,Mid-range,Adventure/Nature
64,Female,Low,Family,5,Luxury,Cultural/Historical
48,Female,Low,Solo,5,Mid-range,Cultural/Historical
45,Female,Medium,Group,4,Mid-range,Cultural/Historical
28,Male,Medium,Family,5,Economical,Adventure/Nature
60,Female,High,Group,4,Mid-range,Cultural/Historical
18,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
64,Female,Low,Family,1,Mid-range,Relaxation/Beach
55,Female,Medium,Family,1,Luxury,Relaxation/Beach
41,Male,Medium,Solo,2,Economical,Cultural/Historical
64,Female,Medium,Solo,1,Luxury,Relaxation/Beach
48,Female,Low,Family,1,Mid-range,Relaxation/Beach
58,Male,Medium,Group,4,Economical,Party/Nightlife
63,Female,Low,Family,5,Economical,Cultural/Historical
43,Male,Low,Solo,5,Mid-range,Adventure/Nature
22,Male,High,Family,1,Mid-range,Relaxation/Beach
37,Male,High,Group,1,Economical,Cultural/Historical
58,Male,Low,Family,1,Mid-range,Relaxation/Beach
28,Female,Low,Solo,4,Economical,Adventure/Nature
50,Male,High,Group,4,Mid-range,Cultural/Historical
55,Female,Low,Solo,4,Economical,Cultural/Historical
44,Male,Medium,Family,5,Luxury,Relaxation/Beach
51,Other,Low,Family,2,Economical,Cultural/Historical
32,Female,Low,Group,5,Luxury,Cultural/Historical
49,Female,High,Group,4,Economical,Cultural/Historical
38,Male,High,Group,3,Mid-range,Cultural/Historical
63,Male,Low,Solo,2,Economical,Cultural/Historical
22,Male,Medium,Group,1,Economical,Party/Nightlife
23,Female,Low,Solo,5,Luxury,Relaxation/Beach
55,Female,Low,Solo,2,Mid-range,Relaxation/Beach
39,Male,High,Family,3,Economical,Cultural/Historical
35,Male,Medium,Family,2,Economical,Cultural/Historical
31,Female,Medium,Family,5,Economical,Adventure/Nature
27,Male,High,Family,4,Luxury,Relaxation/Beach
63,Female,High,Group,1,Luxury,Cultural/Historical
30,Female,High,Solo,4,Mid-range,Adventure/Nature
48,Female,Low,Solo,4,Mid-range,Cultural/Historical
47,Male,Low,Group,5,Luxury,Cultural/Historical
20,Male,Medium,Solo,4,Mid-range,Adventure/Nature
47,Female,Medium,Family,4,Luxury,Cultural/Historical
23,Other,High,Family,5,Mid-range,Adventure/Nature
46,Male,Medium,Family,5,Economical,Cultural/Historical
25,Male,High,Family,3,Luxury,Cultural/Historical
61,Female,Low,Solo,4,Mid-range,Cultural/Historical
62,Other,High,Group,2,Mid-range,Cultural/Historical
60,Female,Medium,Solo,1,Economical,Cultural/Historical
61,Other,High,Family,1,Mid-range,Relaxation/Beach
50,Male,Low,Solo,5,Mid-range,Cultural/Historical
34,Male,Medium,Family,5,Mid-range,Adventure/Nature
28,Female,High,Family,3,Mid-range,Cultural/Historical
30,Female,Medium,Group,4,Mid-range,Adventure/Nature
28,Male,Medium,Family,5,Mid-range,Adventure/Nature
48,Male,High,Family,5,Luxury,Cultural/Historical
45,Female,Medium,Group,1,Luxury,Cultural/Historical
61,Male,Medium,Family,4,Mid-range,Cultural/Historical
23,Male,Low,Family,3,Mid-range,Cultural/Historical
58,Female,High,Family,5,Mid-range,Cultural/Historical
33,Female,Medium,Family,5,Luxury,Party/Nightlife
21,Female,Medium,Group,5,Mid-range,Party/Nightlife
52,Male,Low,Solo,1,Luxury,Relaxation/Beach
43,Female,Medium,Family,5,Economical,Adventure/Nature
29,Female,Low,Family,5,Economical,Adventure/Nature
28,Female,Low,Group,1,Economical,Relaxation/Beach
54,Female,Medium,Group,5,Mid-range,Cultural/Historical
42,Male,Low,Family,4,Mid-range,Party/Nightlife
35,Male,Low,Family,4,Economical,Adventure/Nature
36,Male,Medium,Family,1,Mid-range,Relaxation/Beach
40,Male,Low,Family,4,Economical,Relaxation/Beach
55,Female,Medium,Group,3,Economical,Cultural/Historical
35,Female,Low,Group,5,Mid-range,Adventure/Nature
43,Female,Medium,Group,3,Luxury,Cultural/Historical
23,Female,Medium,Solo,4,Mid-range,Adventure/Nature
21,Male,High,Group,1,Luxury,Adventure/Nature
61,Male,Low,Group,1,Mid-range,Cultural/Historical
46,Male,Low,Family,3,Economical,Cultural/Historical
51,Male,Low,Family,4,Economical,Cultural/Historical
34,Male,Medium,Group,5,Luxury,Cultural/Historical
60,Female,High,Family,4,Mid-range,Cultural/Historical
60,Other,Low,Group,4,Mid-range,Cultural/Historical
33,Male,Low,Family,1,Luxury,Relaxation/Beach
19,Male,Low,Family,2,Economical,Relaxation/Beach
51,Female,Medium,Group,5,Mid-range,Cultural/Historical
25,Male,Medium,Family,5,Mid-range,Adventure/Nature
30,Female,Medium,Group,1,Luxury,Adventure/Nature
59,Female,High,Family,4,Mid-range,Party/Nightlife
25,Other,Medium,Family,1,Luxury,Relaxation/Beach
47,Male,Low,Solo,4,Mid-range,Cultural/Historical
49,Female,Low,Family,2,Luxury,Relaxation/Beach
53,Female,Medium,Family,2,Mid-range,Cultural/Historical
64,Female,Medium,Group,3,Economical,Cultural/Historical
47,Male,Medium,Solo,4,Mid-range,Cultural/Historical
18,Male,Medium,Family,1,Luxury,Relaxation/Beach
60,Female,Medium,Solo,1,Mid-range,Cultural/Historical
56,Female,High,Family,1,Economical,Cultural/Historical
34,Female,Medium,Group,3,Economical,Cultural/Historical
37,Female,High,Family,5,Economical,Adventure/Nature
41,Female,Low,Family,1,Luxury,Relaxation/Beach
39,Male,Medium,Family,2,Economical,Cultural/Historical
46,Female,High,Solo,1,Mid-range,Relaxation/Beach
39,Female,Medium,Family,1,Mid-range,Relaxation/Beach
61,Female,High,Family,1,Luxury,Relaxation/Beach
26,Other,High,Family,5,Luxury,Cultural/Historical
54,Male,Low,Group,1,Luxury,Cultural/Historical
27,Female,Medium,Group,5,Mid-range,Adventure/Nature
53,Male,Low,Group,5,Luxury,Cultural/Historical
54,Male,High,Group,3,Economical,Cultural/Historical
45,Female,High,Group,2,Mid-range,Cultural/Historical
45,Male,Low,Family,1,Luxury,Relaxation/Beach
59,Female,Low,Solo,1,Mid-range,Relaxation/Beach
60,Male,Medium,Family,1,Luxury,Relaxation/Beach
38,Male,Medium,Group,5,Mid-range,Adventure/Nature
41,Female,Low,Solo,4,Mid-range,Relaxation/Beach
59,Female,Medium,Solo,2,Mid-range,Relaxation/Beach
57,Other,Medium,Solo,1,Mid-range,Relaxation/Beach
19,Female,Low,Family,4,Economical,Adventure/Nature
25,Female,High,Family,4,Economical,Adventure/Nature
44,Male,High,Family,4,Luxury,Cultural/Historical
39,Male,High,Solo,2,Luxury,Relaxation/Beach
54,Male,High,Family,4,Economical,Cultural/Historical
44,Female,Low,Solo,1,Mid-range,Relaxation/Beach
46,Female,Low,Solo,1,Mid-range,Relaxation/Beach
20,Male,Low,Family,3,Mid-range,Cultural/Historical
61,Female,High,Family,5,Mid-range,Cultural/Historical
30,Female,High,Family,4,Mid-range,Adventure/Nature
62,Male,High,Family,5,Mid-range,Cultural/Historical
27,Male,High,Solo,5,Luxury,Cultural/Historical
53,Female,Medium,Group,5,Mid-range,Cultural/Historical
26,Female,Medium,Solo,5,Mid-range,Adventure/Nature
44,Female,Medium,Solo,5,Mid-range,Cultural/Historical
51,Male,Low,Group,1,Mid-range,Cultural/Historical
18,Other,Low,Family,2,Mid-range,Relaxation/Beach
49,Male,Medium,Solo,4,Mid-range,Cultural/Historical
42,Male,Medium,Solo,4,Mid-range,Cultural/Historical
46,Other,Medium,Group,1,Mid-range,Cultural/Historical
24,Male,Medium,Group,1,Mid-range,Relaxation/Beach
20,Female,Low,Solo,5,Mid-range,Adventure/Nature
37,Male,Medium,Family,2,Luxury,Relaxation/Beach
37,Female,Medium,Solo,4,Mid-range,Adventure/Nature
47,Other,Medium,Family,3,Mid-range,Cultural/Historical
52,Male,High,Solo,1,Luxury,Relaxation/Beach
52,Female,Medium,Family,3,Economical,Cultural/Historical
56,Male,Medium,Solo,4,Economical,Cultural/Historical
44,Female,High,Family,1,Mid-range,Relaxation/Beach
43,Male,High,Family,4,Economical,Party/Nightlife
31,Male,High,Family,1,Mid-range,Relaxation/Beach
34,Male,Low,Solo,4,Economical,Adventure/Nature
35,Male,Low,Family,3,Luxury,Cultural/Historical
62,Other,Low,Group,2,Mid-range,Cultural/Historical
46,Male,Low,Family,1,Mid-range,Relaxation/Beach
37,Male,High,Family,3,Mid-range,Relaxation/Beach
44,Male,Medium,Family,4,Mid-range,Adventure/Nature
35,Male,Low,Family,3,Economical,Cultural/Historical
21,Female,Low,Family,1,Luxury,Relaxation/Beach
18,Other,Low,Group,3,Economical,Cultural/Historical
18,Male,Medium,Solo,4,Economical,Adventure/Nature
43,Female,High,Solo,5,Economical,Cultural/Historical
62,Female,High,Family,2,Economical,Relaxation/Beach
37,Male,High,Group,2,Luxury,Cultural/Historical
40,Female,Low,Group,5,Mid-range,Relaxation/Beach
27,Female,Medium,Family,1,Mid-range,Relaxation/Beach
28,Female,Low,Family,3,Luxury,Cultural/Historical
58,Female,Medium,Family,3,Economical,Cultural/Historical
58,Male,High,Family,5,Mid-range,Cultural/Historical
22,Other,Medium,Family,5,Luxury,Cultural/Historical
18,Female,High,Group,4,Luxury,Relaxation/Beach
34,Female,Medium,Family,4,Economical,Adventure/Nature
39,Female,Low,Family,2,Mid-range,Relaxation/Beach
51,Male,Low,Family,1,Economical,Cultural/Historical
62,Other,Medium,Family,1,Mid-range,Relaxation/Beach
58,Female,High,Family,5,Mid-range,Cultural/Historical
46,Male,Low,Family,2,Luxury,Relaxation/Beach
21,Male,High,Solo,2,Economical,Cultural/Historical
22,Female,High,Solo,4,Economical,Adventure/Nature
28,Male,Medium,Family,3,Economical,Cultural/Historical
38,Male,High,Group,1,Economical,Relaxation/Beach
52,Female,Medium,Solo,2,Economical,Cultural/Historical
29,Male,Medium,Family,4,Luxury,Cultural/Historical
43,Male,High,Solo,4,Mid-range,Adventure/Nature
36,Male,High,Solo,4,Economical,Adventure/Nature
62,Male,Medium,Group,3,Mid-range,Cultural/Historical
24,Female,Medium,Group,2,Luxury,Cultural/Historical
64,Female,Low,Solo,5,Luxury,Cultural/Historical
24,Male,Low,Family,5,Luxury,Relaxation/Beach
43,Male,Medium,Solo,4,Economical,Adventure/Nature
57,Female,High,Group,4,Luxury,Cultural/Historical
22,Male,Medium,Solo,3,Mid-range,Cultural/Historical
38,Male,Low,Solo,4,Mid-range,Adventure/Nature
31,Male,Low,Family,2,Luxury,Relaxation/Beach
21,Female,Medium,Group,4,Luxury,Adventure/Nature
40,Female,Low,Solo,4,Luxury,Adventure/Nature
59,Female,Low,Family,2,Economical,Cultural/Historical
37,Female,High,Solo,1,Mid-range,Relaxation/Beach
32,Female,Low,Group,5,Luxury,Party/Nightlife
62,Female,Medium,Solo,4,Mid-range,Cultural/Historical
46,Female,High,Group,2,Economical,Cultural/Historical
25,Male,Low,Family,5,Luxury,Relaxation/Beach
58,Female,Medium,Family,3,Economical,Cultural/Historical
36,Female,Medium,Group,1,Luxury,Relaxation/Beach
56,Female,Medium,Group,4,Luxury,Cultural/Historical
63,Male,Medium,Family,1,Mid-range,Relaxation/Beach
45,Male,Medium,Solo,4,Mid-range,Cultural/Historical
63,Female,High,Family,4,Mid-range,Cultural/Historical
44,Female,High,Family,4,Luxury,Relaxation/Beach
21,Female,Medium,Family,1,Mid-range,Relaxation/Beach
32,Male,Low,Family,3,Mid-range,Cultural/Historical
52,Female,Low,Solo,2,Mid-range,Relaxation/Beach
54,Female,Low,Family,2,Mid-range,Relaxation/Beach
18,Female,Medium,Family,3,Mid-range,Cultural/Historical
20,Female,Low,Solo,3,Luxury,Party/Nightlife
64,Female,Medium,Family,4,Luxury,Cultural/Historical
41,Female,High,Family,4,Economical,Adventure/Nature
44,Female,Low,Family,2,Economical,Cultural/Historical
57,Other,High,Solo,4,Mid-range,Cultural/Historical
53,Male,High,Family,4,Mid-range,Cultural/Historical
51,Male,Low,Solo,3,Mid-range,Cultural/Historical
46,Other,High,Family,1,Luxury,Relaxation/Beach
41,Female,High,Group,5,Economical,Relaxation/Beach
41,Female,Medium,Family,5,Economical,Relaxation/Beach
59,Female,Low,Solo,4,Economical,Cultural/Historical
21,Male,Medium,Family,4,Luxury,Adventure/Nature
20,Female,High,Group,5,Economical,Adventure/Nature
51,Female,Medium,Solo,3,Mid-range,Cultural/Historical
40,Male,Low,Group,5,Mid-range,Relaxation/Beach
40,Male,Medium,Family,5,Mid-range,Cultural/Historical
62,Female,Medium,Group,5,Economical,Cultural/Historical
22,Male,Medium,Solo,4,Mid-range,Adventure/Nature
48,Female,High,Solo,4,Mid-range,Cultural/Historical
58,Male,Medium,Group,5,Luxury,Cultural/Historical
23,Female,High,Family,4,Luxury,Party/Nightlife
54,Other,High,Solo,5,Mid-range,Cultural/Historical
27,Female,Medium,Family,3,Luxury,Cultural/Historical
57,Male,Low,Solo,4,Economical,Cultural/Historical
24,Female,High,Group,1,Luxury,Cultural/Historical
56,Male,High,Family,4,Mid-range,Cultural/Historical
55,Male,Low,Group,3,Mid-range,Cultural/Historical
38,Other,Medium,Group,3,Economical,Cultural/Historical
37,Female,Low,Solo,4,Mid-range,Adventure/Nature
20,Female,High,Family,2,Economical,Cultural/Historical
39,Male,High,Group,5,Mid-range,Adventure/Nature
64,Male,Low,Family,5,Economical,Cultural/Historical
21,Male,High,Group,3,Luxury,Cultural/Historical
45,Female,Low,Family,4,Mid-range,Cultural/Historical
29,Female,High,Solo,2,Luxury,Relaxation/Beach
55,Female,Medium,Group,1,Luxury,Cultural/Historical
53,Female,Medium,Solo,5,Economical,Party/Nightlife
64,Male,Low,Solo,2,Economical,Cultural/Historical
58,Male,Low,Family,5,Mid-range,Cultural/Historical
22,Male,Medium,Group,4,Luxury,Cultural/Historical
30,Male,Medium,Family,5,Mid-range,Adventure/Nature
40,Male,Low,Solo,1,Luxury,Relaxation/Beach
47,Other,Low,Family,4,Luxury,Cultural/Historical
54,Male,Low,Solo,3,Luxury,Cultural/Historical
42,Other,High,Solo,2,Mid-range,Relaxation/Beach
44,Male,High,Solo,5,Mid-range,Cultural/Historical
31,Other,Low,Family,4,Luxury,Adventure/Nature
64,Female,Medium,Group,4,Luxury,Cultural/Historical
53,Other,Low,Solo,5,Mid-range,Cultural/Historical
56,Male,High,Solo,3,Mid-range,Cultural/Historical
33,Female,High,Group,5,Mid-range,Adventure/Nature
39,Other,Medium,Family,3,Mid-range,Cultural/Historical
38,Male,High,Group,5,Luxury,Relaxation/Beach
38,Male,High,Solo,4,Mid-range,Adventure/Nature
25,Male,High,Solo,1,Economical,Cultural/Historical
33,Other,Medium,Family,1,Economical,Cultural/Historical
48,Female,Medium,Family,4,Luxury,Cultural/Historical
59,Female,Low,Family,1,Mid-range,Relaxation/Beach
27,Male,Medium,Family,3,Mid-range,Cultural/Historical
49,Male,Medium,Solo,4,Economical,Cultural/Historical
51,Female,Low,Family,3,Mid-range,Cultural/Historical
26,Male,Low,Family,4,Economical,Adventure/Nature
34,Female,Medium,Family,3,Mid-range,Cultural/Historical
28,Other,Low,Family,3,Mid-range,Cultural/Historical
49,Male,Medium,Family,1,Mid-range,Relaxation/Beach
27,Female,High,Solo,4,Luxury,Relaxation/Beach
39,Male,High,Solo,5,Economical,Adventure/Nature
34,Female,Medium,Family,1,Economical,Adventure/Nature
21,Male,Medium,Solo,3,Economical,Cultural/Historical
64,Female,Medium,Family,3,Economical,Cultural/Historical
42,Male,Low,Group,5,Economical,Party/Nightlife
38,Female,High,Family,5,Luxury,Relaxation/Beach
54,Female,Low,Solo,3,Mid-range,Cultural/Historical
55,Male,Low,Group,5,Luxury,Cultural/Historical
18,Female,High,Solo,2,Economical,Cultural/Historical
42,Male,Low,Solo,1,Mid-range,Adventure/Nature
53,Female,Medium,Family,4,Luxury,Cultural/Historical
34,Male,Low,Family,5,Economical,Adventure/Nature
58,Female,Low,Solo,5,Mid-range,Cultural/Historical
41,Male,Low,Family,2,Luxury,Relaxation/Beach
19,Male,Low,Family,4,Mid-range,Adventure/Nature
57,Male,Medium,Solo,2,Mid-range,Relaxation/Beach
32,Female,High,Solo,4,Mid-range,Adventure/Nature
49,Male,Medium,Family,1,Luxury,Relaxation/Beach
56,Female,High,Family,5,Mid-range,Cultural/Historical
23,Female,Low,Solo,1,Economical,Relaxation/Beach
18,Male,Medium,Solo,4,Luxury,Party/Nightlife
64,Female,Low,Family,5,Mid-range,Cultural/Historical
40,Male,Medium,Group,2,Mid-range,Cultural/Historical
56,Male,Medium,Solo,3,Luxury,Cultural/Historical
34,Female,Medium,Family,2,Mid-range,Adventure/Nature
51,Female,High,Solo,3,Economical,Cultural/Historical
58,Female,Medium,Solo,2,Mid-range,Relaxation/Beach
46,Male,Medium,Solo,4,Luxury,Cultural/Historical
26,Male,High,Group,1,Mid-range,Cultural/Historical
30,Male,Low,Family,3,Luxury,Cultural/Historical
23,Female,Medium,Group,4,Economical,Adventure/Nature
23,Female,High,Family,1,Economical,Cultural/Historical
37,Female,Medium,Group,1,Mid-range,Party/Nightlife
20,Male,Low,Solo,5,Mid-range,Adventure/Nature
34,Male,Medium,Solo,5,Economical,Adventure/Nature
29,Male,Medium,Group,5,Luxury,Party/Nightlife
64,Male,Medium,Family,3,Economical,Cultural/Historical
62,Male,Low,Group,3,Economical,Cultural/Historical
18,Female,High,Solo,1,Luxury,Relaxation/Beach
34,Female,High,Family,3,Mid-range,Cultural/Historical
20,Female,Medium,Family,1,Luxury,Cultural/Historical
43,Female,Medium,Solo,4,Economical,Relaxation/Beach
32,Male,High,Family,2,Economical,Cultural/Historical
53,Female,Low,Family,1,Luxury,Relaxation/Beach
49,Male,Low,Solo,1,Luxury,Relaxation/Beach
49,Other,Medium,Solo,4,Mid-range,Cultural/Historical
21,Female,High,Solo,5,Economical,Adventure/Nature
35,Male,Low,Solo,5,Mid-range,Adventure/Nature
36,Other,High,Family,5,Economical,Adventure/Nature
60,Male,Medium,Solo,1,Luxury,Relaxation/Beach
52,Female,Medium,Solo,1,Economical,Cultural/Historical
57,Female,Low,Group,3,Luxury,Cultural/Historical
31,Male,Low,Family,3,Mid-range,Relaxation/Beach
50,Male,High,Family,2,Mid-range,Relaxation/Beach
31,Female,High,Family,2,Luxury,Party/Nightlife
51,Female,Medium,Group,3,Economical,Cultural/Historical
21,Male,High,Solo,1,Luxury,Relaxation/Beach
41,Other,High,Family,4,Economical,Relaxation/Beach
46,Male,Medium,Family,3,Mid-range,Cultural/Historical
36,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
23,Male,Medium,Group,3,Luxury,Cultural/Historical
50,Male,Medium,Group,5,Economical,Cultural/Historical
57,Male,Low,Group,3,Mid-range,Cultural/Historical
36,Other,Medium,Solo,5,Mid-range,Relaxation/Beach
18,Male,Low,Solo,1,Mid-range,Relaxation/Beach
22,Male,High,Group,5,Economical,Adventure/Nature
44,Male,High,Family,3,Mid-range,Cultural/Historical
33,Female,Low,Solo,5,Economical,Party/Nightlife
23,Female,Medium,Family,4,Mid-range,Adventure/Nature
57,Male,Medium,Solo,5,Luxury,Cultural/Historical
30,Male,Medium,Solo,5,Luxury,Adventure/Nature
52,Male,Low,Group,2,Mid-range,Cultural/Historical
36,Male,Medium,Solo,4,Mid-range,Adventure/Nature
29,Male,Low,Solo,1,Economical,Cultural/Historical
33,Male,Low,Solo,5,Mid-range,Adventure/Nature
60,Male,Low,Family,4,Luxury,Cultural/Historical
27,Female,Low,Solo,1,Mid-range,Relaxation/Beach
42,Male,High,Family,4,Mid-range,Party/Nightlife
37,Other,High,Family,2,Luxury,Relaxation/Beach
48,Other,Medium,Group,1,Mid-range,Cultural/Historical
21,Female,Medium,Solo,1,Mid-range,Relaxation/Beach
61,Male,Low,Group,5,Economical,Cultural/Historical
40,Male,Medium,Solo,3,Mid-range,Cultural/Historical
19,Male,Low,Family,1,Economical,Cultural/Historical
39,Female,Medium,Family,1,Mid-range,Relaxation/Beach
54,Female,High,Solo,2,Mid-range,Relaxation/Beach
25,Female,Low,Family,2,Luxury,Relaxation/Beach
24,Other,High,Solo,2,Economical,Cultural/Historical
31,Male,Low,Solo,5,Mid-range,Adventure/Nature
20,Female,Medium,Family,1,Mid-range,Relaxation/Beach
33,Male,Low,Family,2,Economical,Cultural/Historical
36,Male,Medium,Solo,2,Mid-range,Relaxation/Beach
35,Male,Low,Solo,4,Economical,Adventure/Nature
33,Male,Medium,Solo,4,Economical,Party/Nightlife
25,Female,Medium,Family,2,Economical,Cultural/Historical
50,Male,Medium,Family,5,Mid-range,Relaxation/Beach
29,Female,Medium,Solo,3,Luxury,Cultural/Historical
28,Female,High,Solo,4,Economical,Adventure/Nature
22,Female,Medium,Family,4,Luxury,Cultural/Historical
44,Male,Low,Group,1,Mid-range,Adventure/Nature
29,Female,Low,Family,1,Mid-range,Relaxation/Beach
34,Female,High,Group,2,Mid-range,Cultural/Historical
23,Male,Medium,Solo,1,Luxury,Relaxation/Beach
50,Male,Medium,Group,1,Luxury,Cultural/Historical
22,Female,Low,Solo,3,Luxury,Cultural/Historical
45,Female,Medium,Group,5,Luxury,Cultural/Historical
31,Female,Low,Solo,2,Economical,Cultural/Historical
22,Female,High,Family,3,Luxury,Cultural/Historical
50,Female,High,Family,2,Luxury,Relaxation/Beach
58,Male,Low,Family,5,Economical,Cultural/Historical
36,Male,Medium,Group,2,Luxury,Cultural/Historical
39,Male,Low,Family,1,Mid-range,Relaxation/Beach
22,Female,Medium,Group,5,Luxury,Party/Nightlife
19,Female,High,Family,3,Luxury,Cultural/Historical
47,Male,Medium,Family,3,Luxury,Cultural/Historical
64,Female,Medium,Solo,4,Luxury,Cultural/Historical
56,Male,Low,Group,3,Economical,Cultural/Historical
21,Male,High,Family,4,Economical,Adventure/Nature
50,Male,Medium,Family,1,Economical,Cultural/Historical
30,Male,Medium,Family,3,Economical,Cultural/Historical
37,Male,Low,Family,5,Mid-range,Adventure/Nature
24,Male,Medium,Group,4,Mid-range,Adventure/Nature
32,Male,High,Solo,3,Mid-range,Cultural/Historical
40,Male,Medium,Solo,1,Luxury,Relaxation/Beach
31,Female,Medium,Solo,5,Luxury,Party/Nightlife
40,Male,Medium,Group,5,Mid-range,Relaxation/Beach
36,Other,High,Solo,1,Mid-range,Relaxation/Beach
46,Male,Medium,Solo,3,Economical,Cultural/Historical
37,Male,Low,Solo,2,Economical,Cultural/Historical
46,Male,Medium,Family,3,Mid-range,Cultural/Historical
41,Male,Medium,Family,4,Luxury,Cultural/Historical
35,Female,High,Solo,4,Mid-range,Adventure/Nature
27,Male,High,Group,3,Luxury,Cultural/Historical
58,Other,Medium,Group,4,Mid-range,Cultural/Historical
25,Female,Low,Solo,2,Economical,Cultural/Historical
43,Female,High,Family,2,Luxury,Relaxation/Beach
46,Female,Medium,Family,5,Economical,Cultural/Historical
27,Female,Medium,Solo,4,Mid-range,Adventure/Nature
34,Male,Medium,Solo,3,Luxury,Cultural/Historical
19,Female,Medium,Family,5,Economical,Adventure/Nature
23,Male,Low,Family,2,Mid-range,Relaxation/Beach
22,Male,High,Solo,5,Mid-range,Adventure/Nature
45,Female,High,Group,1,Luxury,Cultural/Historical
58,Female,Medium,Family,4,Economical,Cultural/Historical
22,Female,Medium,Family,3,Luxury,Cultural/Historical
35,Male,Low,Solo,2,Economical,Cultural/Historical
43,Female,Low,Family,5,Mid-range,Relaxation/Beach
37,Male,Medium,Solo,3,Mid-range,Cultural/Historical
58,Male,Medium,Family,4,Economical,Cultural/Historical
44,Male,High,Group,3,Mid-range,Cultural/Historical
29,Male,High,Group,4,Economical,Adventure/Nature
24,Male,Medium,Family,4,Mid-range,Adventure/Nature
20,Female,Medium,Family,4,Economical,Adventure/Nature
27,Female,Low,Group,5,Luxury,Party/Nightlife
51,Male,High,Family,4,Economical,Cultural/Historical
42,Female,Medium,Solo,3,Luxury,Cultural/Historical
52,Female,Low,Family,1,Luxury,Relaxation/Beach
33,Female,Medium,Solo,3,Mid-range,Cultural/Historical
19,Female,High,Group,5,Mid-range,Adventure/Nature
41,Male,High,Family,4,Mid-range,Cultural/Historical
27,Female,Low,Family,1,Luxury,Relaxation/Beach
55,Female,High,Solo,5,Mid-range,Cultural/Historical
39,Male,Low,Family,2,Luxury,Relaxation/Beach
43,Male,Low,Group,2,Mid-range,Cultural/Historical
60,Female,High,Solo,2,Luxury,Adventure/Nature
56,Male,High,Family,1,Mid-range,Adventure/Nature
44,Other,Medium,Group,3,Luxury,Cultural/Historical
46,Male,Medium,Family,1,Economical,Cultural/Historical
64,Female,High,Family,1,Mid-range,Relaxation/Beach
55,Male,High,Family,1,Mid-range,Party/Nightlife
37,Female,High,Family,2,Mid-range,Relaxation/Beach
44,Female,Medium,Solo,3,Mid-range,Cultural/Historical
58,Male,High,Solo,1,Mid-range,Relaxation/Beach
37,Female,High,Family,3,Economical,Cultural/Historical
61,Male,Low,Group,4,Mid-range,Cultural/Historical
36,Male,High,Solo,1,Mid-range,Relaxation/Beach
37,Male,Medium,Solo,1,Mid-range,Relaxation/Beach
52,Female,Medium,Family,1,Luxury,Relaxation/Beach
64,Male,Medium,Group,4,Economical,Cultural/Historical
19,Male,Low,Solo,4,Economical,Adventure/Nature
47,Male,Medium,Group,2,Mid-range,Cultural/Historical
51,Female,High,Solo,5,Luxury,Cultural/Historical
39,Female,Low,Group,3,Mid-range,Cultural/Historical
20,Male,Medium,Family,5,Luxury,Adventure/Nature
23,Male,High,Family,1,Mid-range,Relaxation/Beach
32,Other,Medium,Family,1,Luxury,Relaxation/Beach
44,Male,Medium,Group,2,Mid-range,Cultural/Historical
27,Female,Medium,Solo,5,Luxury,Party/Nightlife
26,Female,Medium,Solo,1,Mid-range,Relaxation/Beach
50,Female,Medium,Family,5,Mid-range,Cultural/Historical
49,Male,High,Group,2,Economical,Cultural/Historical
23,Female,Medium,Group,5,Luxury,Party/Nightlife
58,Female,High,Family,3,Luxury,Cultural/Historical
53,Female,Medium,Family,2,Luxury,Relaxation/Beach
19,Male,Medium,Solo,5,Economical,Adventure/Nature
46,Male,Medium,Group,1,Economical,Cultural/Historical
21,Male,High,Group,4,Mid-range,Adventure/Nature
18,Female,Medium,Family,4,Mid-range,Adventure/Nature
36,Female,Low,Family,2,Luxury,Relaxation/Beach
43,Male,Low,Group,4,Mid-range,Party/Nightlife
42,Female,Low,Group,3,Economical,Cultural/Historical
27,Male,Low,Family,2,Mid-range,Relaxation/Beach
32,Female,Medium,Family,1,Luxury,Relaxation/Beach
39,Other,Low,Family,1,Mid-range,Relaxation/Beach
38,Male,High,Family,2,Luxury,Relaxation/Beach
